游戏测试入门,14123,初级,//img1.mukewang.com/598938e20001888e06000338-240-135.jpg,['测试'],游戏测试就是玩游戏吗？什么是真正的游戏测试！
浅析SQLmap,6987,中级,//img1.mukewang.com/5977373b0001318505910331-240-135.jpg,"['PHP', '测试']",如何开发一个既稳定又安全的web系统？那来学习web安全吧.
使用java构建和维护接口自动化测试框架,14050,中级,//img.mukewang.com/593a3b0f0001383606000338-240-135.jpg,"['Java', '测试']",初识接口自动化框架
实例妙解Sed和Awk的秘密,9985,初级,//img.mukewang.com/58db47420001195706000338-240-135.jpg,['Linux'],sed和awk是很好的Linux文本处理工具，帮助你提高效率，成为Linux达人。
WeTest移动测试系列沙龙-手游安全测试,3892,中级,//img2.mukewang.com/58d339b7000146bf06000338-240-135.jpg,['测试'],分享腾讯游戏安全测试流程方法，游戏安全测试知识干货
如何写好测试用例,22524,初级,//img2.mukewang.com/58d87782000175e006000338-240-135.jpg,['测试'],一个案例学会如何写好测试用例，如何管理测试用例
vagrant打造跨平台可移动的开发环境,8884,中级,//img4.mukewang.com/58aa91850001a4f406000338-240-135.jpg,"['PHP', 'Linux']",Vgarant是开发者必备利器之一，本课程主要分为理论和实践两部分
重定向和伪静态在网站中的应用,10424,中级,//img4.mukewang.com/58807245000110e206000338-240-135.jpg,"['PHP', 'Linux']","重定向和伪静态,网站安全SEO优化必学，演示各种重定向设置后效果"
自动化测试之selenium工具使用,22023,初级,//img.mukewang.com/5873534e0001ecb106000338-240-135.jpg,['测试'],web自动化测试selenium从0基础开始。
JMeter之HTTP协议接口性能测试,13819,中级,//img.mukewang.com/58733f730001a55406000338-240-135.jpg,['测试'],快速上手接口功能及性能测试
Linux 智能DNS,8314,高级,//img.mukewang.com/584a8b790001ed1506000338-240-135.jpg,['Linux'],DNS学习进阶教程，智能DNS实现与安全，讲解常见攻击原理和预防手段
JMeter性能测试入门篇,21458,初级,//img3.mukewang.com/57fca93400015baf06000338-240-135.jpg,['测试'],快速入门jmeter性能测试！
接口测试基础之入门篇,33503,初级,//img4.mukewang.com/57fdef6c0001ab6b06000338-240-135.jpg,['测试'],对接口测试说so easy！
App压力测试入门,21797,初级,//img1.mukewang.com/57fb48700001289806000338-240-135.jpg,"['Android', '测试']",结合6个压力测试小案例，教你对Android App进行压力测试
PHP环境LAMP/LNMP安装与配置,32187,中级,//img.mukewang.com/57eb9feb000106ec06000338-240-135.jpg,"['PHP', 'Linux']",本课程适于PHP初学者，手把手教你LAMP/LNMP环境安装配置
Linux Bind负载均衡,10766,高级,//img2.mukewang.com/57de39800001bc6f06000338-240-135.jpg,['Linux'],DNS转发、主从模式及传输限制，通过本课了解更多DNS知识
美女带你走入LR性能测试框架基础,29993,中级,//img1.mukewang.com/5800999f0001ac1106000338-240-135.jpg,['测试'],带领大家进入LoadRunner性能测试领域
Linux智能DNS服务搭建之Bind服务,12022,高级,//img4.mukewang.com/56e617dd0001583d06000338-240-135.jpg,['Linux'],Bind服务的安装与配置，掌握DNS正向解析客户端的相关命令
TesterHome2016年移动测试大会,10086,初级,//img.mukewang.com/57a993e30001681106000338-240-135.jpg,['测试'],第二届中国移动互联网测试大会
软件测试基础-概念篇,62813,初级,//img.mukewang.com/57a2fbab0001179b06000338-240-135.jpg,['测试'],软件测试入门教程，必学课程，帮助你深入、清晰地理解软件测试
Linux系统管理,53786,中级,//img.mukewang.com/5697799a0001e99006000338-240-135.jpg,['Linux'],进程管理+工作管理+系统定时任务，让你Linux技能提升一步
Linux服务管理,37709,中级,//img3.mukewang.com/563b13700001ebf906000338-240-135.jpg,['Linux'],Linux的RPM包和源码包服务，定然会使小伙伴们受益匪浅
Shell典型应用之应用日志分析,24924,高级,//img3.mukewang.com/563b150200019d4d06000338-240-135.jpg,['Linux'],如何应用shell脚本分析系统日志，这门视频教程会给你答案
Shell典型应用之nginx和mysql应用状态分析,25128,高级,//img1.mukewang.com/567a67fb00013a2b06000338-240-135.jpg,['Linux'],如何监控nginx和mysql运行状态，本教程为您揭开谜底
Shell典型应用之系统信息及运行状态获取,18993,高级,//img.mukewang.com/5653bd1d0001801906000338-240-135.jpg,['Linux'],Linux系统常用信息及运行状态监控，能够使用shell脚本进行分析
Shell典型应用之主控脚本实现,30693,高级,//img3.mukewang.com/562da5410001b40a06000338-240-135.jpg,['Linux'],应用shell实现案例主控脚本，握如何编写主控脚本
Linux权限管理之特殊权限,26978,中级,//img3.mukewang.com/55f147b400019c4d25001408-240-135.jpg,['Linux'],本Linux教程一定会让你对Linux中的权限有更深刻的认识
Linux权限管理之基本权限,32864,中级,//img1.mukewang.com/55dd95220001ca4d06000338-240-135.jpg,['Linux'],Linux的基本权限和默认权限管理，通过理论讲解与实验演示
Linux软件安装管理,60769,中级,//img1.mukewang.com/559f35ad00017e0006000338-240-135.jpg,['Linux'],通过本课程了解Linux中的软件如何进行安装、卸载、升级等管理
shell编程之条件判断与流程控制,27182,中级,//img1.mukewang.com/5704ce550001ce3606000338-240-135.jpg,['Linux'],Linux shell实用案例学习，一定会使你Linux运维能力再次提高
用iptables搭建一套强大的安全防护盾,25354,高级,//img3.mukewang.com/554b17ee0001e87206000338-240-135.jpg,['Linux'],如何用iptables守护好您家的前门和后院，这门课程有你想要的
shell编程之正则表达式,30255,中级,//img3.mukewang.com/5704cea700017b9e06000338-240-135.jpg,['Linux'],为你带来shell编程中的正则表达式，能够熟练运用正则表达式
shell编程之环境变量配置文件,25768,中级,//img2.mukewang.com/55237dcc0001128c06000338-240-135.jpg,['Linux'],为你带来shell环境变量配置文件，熟练使用环境变量配置文件
shell编程之运算符,24845,中级,//img2.mukewang.com/5704ce7700019f8706000338-240-135.jpg,['Linux'],本课程为你介绍shell编程基础中的运算符，了解运算符详细使用
Linux系统扫描技术及安全防范,25214,中级,//img.mukewang.com/5510c2c500016e9e06000338-240-135.jpg,['Linux'],Linux系统下系统扫描及安全防范，规避一些安全的隐患
shell编程之变量,40307,中级,//img.mukewang.com/55063ec30001774b06000338-240-135.jpg,['Linux'],主要介绍Linux shell编程基础中的变量，熟练使用shell中用户自定义变量
携程C4技术分享沙龙,36122,高级,//img4.mukewang.com/57077a1200013d0206000338-240-135.jpg,"['测试', 'Vue.js']",来自携程C4技术沙龙的现场分享，小伙伴们赶紧来尝鲜吧
Linux网络管理,84357,中级,//img1.mukewang.com/5704cf8c00012c9006000338-240-135.jpg,['Linux'],为你带来Linux网络环境搭建，介绍远程登录工具的使用
 Linux达人养成计划 I,292250,初级,//img1.mukewang.com/57035f110001a57906000338-240-135.jpg,['Linux'],Linux入门视频教程，以通俗易懂的语言带你感受linux之美
Linux 达人养成计划 II,99264,初级,//img4.mukewang.com/57035f580001a91806000338-240-135.jpg,['Linux'],VIM+磁盘管理+用户权限，通过学习对Linux系统有进一步的理解
Linux中的计划任务之Crontab,28573,高级,//img1.mukewang.com/544f0d9500017d6306000338-240-135.jpg,['Linux'],学会Crontab命令，让重复任务自动化执行，提高大家工作效率
Linux Guide for Developers,47874,中级,//img4.mukewang.com/53fed63700018a9306000338-240-135.jpg,['Linux'],Linux命令行世界生存指南，让本课程成为你初 Linux世界的向导
